"","OTU","Sample","Abundance","Short_label","Longer_name","Sample_type","Num_larvae","Date_collected","Exp_day","Mesocosm_id","Mesocosm_treatment","Microbe_treatment","Food_type","Mesocosm_type","Treatment_notes","Notes","Raw_reads","Num_larvae_d00","Num_larvae_d08","Num_larvae_d34","Num_larvae_d40","Total_pupae","Proportion_pupated","Biomass_day30","Biomass_day40","lib_size_clean","is.neg","Kingdom","Phylum","Class","Order","Family","Genus","Species","id","sequence","likely_source"
"532","ASV0003","WB14",0,"WB14","W_D5_B_EMO.2","Water",NA,"6/27/23",5,"B_EMO.2","B_EMO","EMO","Bamboo","Experiment","Environmental microbes only","",166592,20,18,5,5,0,0,0,0,125290,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Yersinia",NA,NA,NA,NA
"533","ASV0005","WB14",0.286375206108825,"WB14","W_D5_B_EMO.2","Water",NA,"6/27/23",5,"B_EMO.2","B_EMO","EMO","Bamboo","Experiment","Environmental microbes only","",166592,20,18,5,5,0,0,0,0,125290,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA,NA,NA,NA
"534","ASV0006","WB14",0,"WB14","W_D5_B_EMO.2","Water",NA,"6/27/23",5,"B_EMO.2","B_EMO","EMO","Bamboo","Experiment","Environmental microbes only","",166592,20,18,5,5,0,0,0,0,125290,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Rhodoblastus",NA,NA,NA,NA
"535","ASV0007","WB14",0.0794819664783005,"WB14","W_D5_B_EMO.2","Water",NA,"6/27/23",5,"B_EMO.2","B_EMO","EMO","Bamboo","Experiment","Environmental microbes only","",166592,20,18,5,5,0,0,0,0,125290,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Chromobacteriaceae","Aquitalea",NA,NA,NA,NA
"536","ASV0008","WB14",0.19869691196952,"WB14","W_D5_B_EMO.2","Water",NA,"6/27/23",5,"B_EMO.2","B_EMO","EMO","Bamboo","Experiment","Environmental microbes only","",166592,20,18,5,5,0,0,0,0,125290,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA,NA,NA,NA
"537","ASV0009","WB14",0.0135671634623081,"WB14","W_D5_B_EMO.2","Water",NA,"6/27/23",5,"B_EMO.2","B_EMO","EMO","Bamboo","Experiment","Environmental microbes only","",166592,20,18,5,5,0,0,0,0,125290,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Curvibacter",NA,NA,NA,NA
"538","ASV0011","WB14",0.0203787599852722,"WB14","W_D5_B_EMO.2","Water",NA,"6/27/23",5,"B_EMO.2","B_EMO","EMO","Bamboo","Experiment","Environmental microbes only","",166592,20,18,5,5,0,0,0,0,125290,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",NA,NA,NA,NA
"539","ASV0013","WB14",0,"WB14","W_D5_B_EMO.2","Water",NA,"6/27/23",5,"B_EMO.2","B_EMO","EMO","Bamboo","Experiment","Environmental microbes only","",166592,20,18,5,5,0,0,0,0,125290,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Kaistiaceae","Kaistia",NA,NA,NA,NA
"540","ASV0030","WB14",0,"WB14","W_D5_B_EMO.2","Water",NA,"6/27/23",5,"B_EMO.2","B_EMO","EMO","Bamboo","Experiment","Environmental microbes only","",166592,20,18,5,5,0,0,0,0,125290,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella",NA,NA,NA,NA
"541","ASV0001","WB15",0,"WB15","W_D5_B_EMO.3","Water",NA,"6/27/23",5,"B_EMO.3","B_EMO","EMO","Bamboo","Experiment","Environmental microbes only","",121161,20,15,12,8,4,0.2,0.621,0.621,91090,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia",NA,NA,NA,NA
"542","ASV0003","WB15",0,"WB15","W_D5_B_EMO.3","Water",NA,"6/27/23",5,"B_EMO.3","B_EMO","EMO","Bamboo","Experiment","Environmental microbes only","",121161,20,15,12,8,4,0.2,0.621,0.621,91090,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Yersinia",NA,NA,NA,NA
"543","ASV0005","WB15",0.355228442021019,"WB15","W_D5_B_EMO.3","Water",NA,"6/27/23",5,"B_EMO.3","B_EMO","EMO","Bamboo","Experiment","Environmental microbes only","",121161,20,15,12,8,4,0.2,0.621,0.621,91090,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA,NA,NA,NA
"544","ASV0006","WB15",0,"WB15","W_D5_B_EMO.3","Water",NA,"6/27/23",5,"B_EMO.3","B_EMO","EMO","Bamboo","Experiment","Environmental microbes only","",121161,20,15,12,8,4,0.2,0.621,0.621,91090,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Rhodoblastus",NA,NA,NA,NA
"545","ASV0007","WB15",0.0268567785057825,"WB15","W_D5_B_EMO.3","Water",NA,"6/27/23",5,"B_EMO.3","B_EMO","EMO","Bamboo","Experiment","Environmental microbes only","",121161,20,15,12,8,4,0.2,0.621,0.621,91090,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Chromobacteriaceae","Aquitalea",NA,NA,NA,NA
"546","ASV0008","WB15",0.211171452442725,"WB15","W_D5_B_EMO.3","Water",NA,"6/27/23",5,"B_EMO.3","B_EMO","EMO","Bamboo","Experiment","Environmental microbes only","",121161,20,15,12,8,4,0.2,0.621,0.621,91090,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA,NA,NA,NA
"547","ASV0009","WB15",0.0168528208961787,"WB15","W_D5_B_EMO.3","Water",NA,"6/27/23",5,"B_EMO.3","B_EMO","EMO","Bamboo","Experiment","Environmental microbes only","",121161,20,15,12,8,4,0.2,0.621,0.621,91090,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Curvibacter",NA,NA,NA,NA
"548","ASV0011","WB15",0.00906952200870674,"WB15","W_D5_B_EMO.3","Water",NA,"6/27/23",5,"B_EMO.3","B_EMO","EMO","Bamboo","Experiment","Environmental microbes only","",121161,20,15,12,8,4,0.2,0.621,0.621,91090,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",NA,NA,NA,NA
"549","ASV0013","WB15",0,"WB15","W_D5_B_EMO.3","Water",NA,"6/27/23",5,"B_EMO.3","B_EMO","EMO","Bamboo","Experiment","Environmental microbes only","",121161,20,15,12,8,4,0.2,0.621,0.621,91090,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Kaistiaceae","Kaistia",NA,NA,NA,NA
"550","ASV0030","WB15",0,"WB15","W_D5_B_EMO.3","Water",NA,"6/27/23",5,"B_EMO.3","B_EMO","EMO","Bamboo","Experiment","Environmental microbes only","",121161,20,15,12,8,4,0.2,0.621,0.621,91090,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella",NA,NA,NA,NA
"551","ASV0001","WB16",0,"WB16","W_D5_B_EMO.4","Water",NA,"6/27/23",5,"B_EMO.4","B_EMO","EMO","Bamboo","Experiment","Environmental microbes only","",151569,20,16,11,9,3,0.15,0.308,0.308,112343,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia",NA,NA,NA,NA
"552","ASV0003","WB16",0,"WB16","W_D5_B_EMO.4","Water",NA,"6/27/23",5,"B_EMO.4","B_EMO","EMO","Bamboo","Experiment","Environmental microbes only","",151569,20,16,11,9,3,0.15,0.308,0.308,112343,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Yersinia",NA,NA,NA,NA
"553","ASV0005","WB16",0.347800827650313,"WB16","W_D5_B_EMO.4","Water",NA,"6/27/23",5,"B_EMO.4","B_EMO","EMO","Bamboo","Experiment","Environmental microbes only","",151569,20,16,11,9,3,0.15,0.308,0.308,112343,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA,NA,NA,NA
"554","ASV0006","WB16",0,"WB16","W_D5_B_EMO.4","Water",NA,"6/27/23",5,"B_EMO.4","B_EMO","EMO","Bamboo","Experiment","Environmental microbes only","",151569,20,16,11,9,3,0.15,0.308,0.308,112343,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Rhodoblastus",NA,NA,NA,NA
"555","ASV0007","WB16",0.0767498190073559,"WB16","W_D5_B_EMO.4","Water",NA,"6/27/23",5,"B_EMO.4","B_EMO","EMO","Bamboo","Experiment","Environmental microbes only","",151569,20,16,11,9,3,0.15,0.308,0.308,112343,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Chromobacteriaceae","Aquitalea",NA,NA,NA,NA
"556","ASV0008","WB16",0.171715095233414,"WB16","W_D5_B_EMO.4","Water",NA,"6/27/23",5,"B_EMO.4","B_EMO","EMO","Bamboo","Experiment","Environmental microbes only","",151569,20,16,11,9,3,0.15,0.308,0.308,112343,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA,NA,NA,NA
"557","ASV0009","WB16",0.0078921730736573,"WB16","W_D5_B_EMO.4","Water",NA,"6/27/23",5,"B_EMO.4","B_EMO","EMO","Bamboo","Experiment","Environmental microbes only","",151569,20,16,11,9,3,0.15,0.308,0.308,112343,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Curvibacter",NA,NA,NA,NA
"558","ASV0011","WB16",0.107335341383409,"WB16","W_D5_B_EMO.4","Water",NA,"6/27/23",5,"B_EMO.4","B_EMO","EMO","Bamboo","Experiment","Environmental microbes only","",151569,20,16,11,9,3,0.15,0.308,0.308,112343,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",NA,NA,NA,NA
"559","ASV0013","WB16",0,"WB16","W_D5_B_EMO.4","Water",NA,"6/27/23",5,"B_EMO.4","B_EMO","EMO","Bamboo","Experiment","Environmental microbes only","",151569,20,16,11,9,3,0.15,0.308,0.308,112343,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Kaistiaceae","Kaistia",NA,NA,NA,NA
"560","ASV0030","WB16",0,"WB16","W_D5_B_EMO.4","Water",NA,"6/27/23",5,"B_EMO.4","B_EMO","EMO","Bamboo","Experiment","Environmental microbes only","",151569,20,16,11,9,3,0.15,0.308,0.308,112343,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella",NA,NA,NA,NA
"561","ASV0001","WB17",0,"WB17","W_D5_B_EMO.5","Water",NA,"6/27/23",5,"B_EMO.5","B_EMO","EMO","Bamboo","Experiment","Environmental microbes only","",159928,20,15,0,0,18,0.9,3.16,4.085,119719,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia",NA,NA,NA,NA
"562","ASV0003","WB17",0,"WB17","W_D5_B_EMO.5","Water",NA,"6/27/23",5,"B_EMO.5","B_EMO","EMO","Bamboo","Experiment","Environmental microbes only","",159928,20,15,0,0,18,0.9,3.16,4.085,119719,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Yersinia",NA,NA,NA,NA
"563","ASV0005","WB17",0.391239630719829,"WB17","W_D5_B_EMO.5","Water",NA,"6/27/23",5,"B_EMO.5","B_EMO","EMO","Bamboo","Experiment","Environmental microbes only","",159928,20,15,0,0,18,0.9,3.16,4.085,119719,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA,NA,NA,NA
"564","ASV0006","WB17",0,"WB17","W_D5_B_EMO.5","Water",NA,"6/27/23",5,"B_EMO.5","B_EMO","EMO","Bamboo","Experiment","Environmental microbes only","",159928,20,15,0,0,18,0.9,3.16,4.085,119719,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Rhodoblastus",NA,NA,NA,NA
"565","ASV0007","WB17",0.0133379047364196,"WB17","W_D5_B_EMO.5","Water",NA,"6/27/23",5,"B_EMO.5","B_EMO","EMO","Bamboo","Experiment","Environmental microbes only","",159928,20,15,0,0,18,0.9,3.16,4.085,119719,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Chromobacteriaceae","Aquitalea",NA,NA,NA,NA
"566","ASV0008","WB17",0.197359178485416,"WB17","W_D5_B_EMO.5","Water",NA,"6/27/23",5,"B_EMO.5","B_EMO","EMO","Bamboo","Experiment","Environmental microbes only","",159928,20,15,0,0,18,0.9,3.16,4.085,119719,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA,NA,NA,NA
"567","ASV0009","WB17",0.0278465346534653,"WB17","W_D5_B_EMO.5","Water",NA,"6/27/23",5,"B_EMO.5","B_EMO","EMO","Bamboo","Experiment","Environmental microbes only","",159928,20,15,0,0,18,0.9,3.16,4.085,119719,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Curvibacter",NA,NA,NA,NA
"568","ASV0011","WB17",0.0277963607171528,"WB17","W_D5_B_EMO.5","Water",NA,"6/27/23",5,"B_EMO.5","B_EMO","EMO","Bamboo","Experiment","Environmental microbes only","",159928,20,15,0,0,18,0.9,3.16,4.085,119719,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",NA,NA,NA,NA
"569","ASV0013","WB17",0,"WB17","W_D5_B_EMO.5","Water",NA,"6/27/23",5,"B_EMO.5","B_EMO","EMO","Bamboo","Experiment","Environmental microbes only","",159928,20,15,0,0,18,0.9,3.16,4.085,119719,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Kaistiaceae","Kaistia",NA,NA,NA,NA
"570","ASV0030","WB17",0,"WB17","W_D5_B_EMO.5","Water",NA,"6/27/23",5,"B_EMO.5","B_EMO","EMO","Bamboo","Experiment","Environmental microbes only","",159928,20,15,0,0,18,0.9,3.16,4.085,119719,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella",NA,NA,NA,NA
"571","ASV0001","WB19",0.768927395326956,"WB19","W_D5_B_ECO.1","Water",NA,"6/27/23",5,"B_ECO.1","B_ECO","ECO","Bamboo","Experiment","E. coli only","",147700,20,14,7,7,0,0,0,0,127540,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia",NA,NA,NA,NA
"572","ASV0003","WB19",0,"WB19","W_D5_B_ECO.1","Water",NA,"6/27/23",5,"B_ECO.1","B_ECO","ECO","Bamboo","Experiment","E. coli only","",147700,20,14,7,7,0,0,0,0,127540,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Yersinia",NA,NA,NA,NA
"573","ASV0005","WB19",0,"WB19","W_D5_B_ECO.1","Water",NA,"6/27/23",5,"B_ECO.1","B_ECO","ECO","Bamboo","Experiment","E. coli only","",147700,20,14,7,7,0,0,0,0,127540,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA,NA,NA,NA
"574","ASV0006","WB19",0,"WB19","W_D5_B_ECO.1","Water",NA,"6/27/23",5,"B_ECO.1","B_ECO","ECO","Bamboo","Experiment","E. coli only","",147700,20,14,7,7,0,0,0,0,127540,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Rhodoblastus",NA,NA,NA,NA
"575","ASV0007","WB19",0,"WB19","W_D5_B_ECO.1","Water",NA,"6/27/23",5,"B_ECO.1","B_ECO","ECO","Bamboo","Experiment","E. coli only","",147700,20,14,7,7,0,0,0,0,127540,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Chromobacteriaceae","Aquitalea",NA,NA,NA,NA
"576","ASV0008","WB19",0,"WB19","W_D5_B_ECO.1","Water",NA,"6/27/23",5,"B_ECO.1","B_ECO","ECO","Bamboo","Experiment","E. coli only","",147700,20,14,7,7,0,0,0,0,127540,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA,NA,NA,NA
"577","ASV0009","WB19",0,"WB19","W_D5_B_ECO.1","Water",NA,"6/27/23",5,"B_ECO.1","B_ECO","ECO","Bamboo","Experiment","E. coli only","",147700,20,14,7,7,0,0,0,0,127540,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Curvibacter",NA,NA,NA,NA
"578","ASV0011","WB19",0,"WB19","W_D5_B_ECO.1","Water",NA,"6/27/23",5,"B_ECO.1","B_ECO","ECO","Bamboo","Experiment","E. coli only","",147700,20,14,7,7,0,0,0,0,127540,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",NA,NA,NA,NA
"579","ASV0013","WB19",0,"WB19","W_D5_B_ECO.1","Water",NA,"6/27/23",5,"B_ECO.1","B_ECO","ECO","Bamboo","Experiment","E. coli only","",147700,20,14,7,7,0,0,0,0,127540,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Kaistiaceae","Kaistia",NA,NA,NA,NA
"580","ASV0030","WB19",0.00123098635722126,"WB19","W_D5_B_ECO.1","Water",NA,"6/27/23",5,"B_ECO.1","B_ECO","ECO","Bamboo","Experiment","E. coli only","",147700,20,14,7,7,0,0,0,0,127540,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella",NA,NA,NA,NA
"581","ASV0001","WB20",0.755391266753135,"WB20","W_D5_B_ECO.2","Water",NA,"6/27/23",5,"B_ECO.2","B_ECO","ECO","Bamboo","Experiment","E. coli only","",135746,20,15,9,7,0,0,0,0,117519,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia",NA,NA,NA,NA
"582","ASV0003","WB20",0,"WB20","W_D5_B_ECO.2","Water",NA,"6/27/23",5,"B_ECO.2","B_ECO","ECO","Bamboo","Experiment","E. coli only","",135746,20,15,9,7,0,0,0,0,117519,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Yersinia",NA,NA,NA,NA
"583","ASV0005","WB20",0,"WB20","W_D5_B_ECO.2","Water",NA,"6/27/23",5,"B_ECO.2","B_ECO","ECO","Bamboo","Experiment","E. coli only","",135746,20,15,9,7,0,0,0,0,117519,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA,NA,NA,NA
"584","ASV0006","WB20",0,"WB20","W_D5_B_ECO.2","Water",NA,"6/27/23",5,"B_ECO.2","B_ECO","ECO","Bamboo","Experiment","E. coli only","",135746,20,15,9,7,0,0,0,0,117519,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Rhodoblastus",NA,NA,NA,NA
"585","ASV0007","WB20",0,"WB20","W_D5_B_ECO.2","Water",NA,"6/27/23",5,"B_ECO.2","B_ECO","ECO","Bamboo","Experiment","E. coli only","",135746,20,15,9,7,0,0,0,0,117519,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Chromobacteriaceae","Aquitalea",NA,NA,NA,NA
"586","ASV0008","WB20",0,"WB20","W_D5_B_ECO.2","Water",NA,"6/27/23",5,"B_ECO.2","B_ECO","ECO","Bamboo","Experiment","E. coli only","",135746,20,15,9,7,0,0,0,0,117519,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA,NA,NA,NA
"587","ASV0009","WB20",0,"WB20","W_D5_B_ECO.2","Water",NA,"6/27/23",5,"B_ECO.2","B_ECO","ECO","Bamboo","Experiment","E. coli only","",135746,20,15,9,7,0,0,0,0,117519,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Curvibacter",NA,NA,NA,NA
"588","ASV0011","WB20",0,"WB20","W_D5_B_ECO.2","Water",NA,"6/27/23",5,"B_ECO.2","B_ECO","ECO","Bamboo","Experiment","E. coli only","",135746,20,15,9,7,0,0,0,0,117519,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",NA,NA,NA,NA
"589","ASV0013","WB20",0,"WB20","W_D5_B_ECO.2","Water",NA,"6/27/23",5,"B_ECO.2","B_ECO","ECO","Bamboo","Experiment","E. coli only","",135746,20,15,9,7,0,0,0,0,117519,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Kaistiaceae","Kaistia",NA,NA,NA,NA
"590","ASV0030","WB20",0.00103761348897536,"WB20","W_D5_B_ECO.2","Water",NA,"6/27/23",5,"B_ECO.2","B_ECO","ECO","Bamboo","Experiment","E. coli only","",135746,20,15,9,7,0,0,0,0,117519,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella",NA,NA,NA,NA
"591","ASV0001","WB21",0.760445016550202,"WB21","W_D5_B_ECO.3","Water",NA,"6/27/23",5,"B_ECO.3","B_ECO","ECO","Bamboo","Experiment","E. coli only","",124189,20,18,5,4,0,0,0,0,108760,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia",NA,NA,NA,NA
"592","ASV0003","WB21",0,"WB21","W_D5_B_ECO.3","Water",NA,"6/27/23",5,"B_ECO.3","B_ECO","ECO","Bamboo","Experiment","E. coli only","",124189,20,18,5,4,0,0,0,0,108760,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Yersinia",NA,NA,NA,NA
"593","ASV0005","WB21",0,"WB21","W_D5_B_ECO.3","Water",NA,"6/27/23",5,"B_ECO.3","B_ECO","ECO","Bamboo","Experiment","E. coli only","",124189,20,18,5,4,0,0,0,0,108760,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA,NA,NA,NA
"594","ASV0006","WB21",0,"WB21","W_D5_B_ECO.3","Water",NA,"6/27/23",5,"B_ECO.3","B_ECO","ECO","Bamboo","Experiment","E. coli only","",124189,20,18,5,4,0,0,0,0,108760,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Rhodoblastus",NA,NA,NA,NA
"595","ASV0007","WB21",0,"WB21","W_D5_B_ECO.3","Water",NA,"6/27/23",5,"B_ECO.3","B_ECO","ECO","Bamboo","Experiment","E. coli only","",124189,20,18,5,4,0,0,0,0,108760,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Chromobacteriaceae","Aquitalea",NA,NA,NA,NA
"596","ASV0008","WB21",0,"WB21","W_D5_B_ECO.3","Water",NA,"6/27/23",5,"B_ECO.3","B_ECO","ECO","Bamboo","Experiment","E. coli only","",124189,20,18,5,4,0,0,0,0,108760,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA,NA,NA,NA
"597","ASV0009","WB21",0,"WB21","W_D5_B_ECO.3","Water",NA,"6/27/23",5,"B_ECO.3","B_ECO","ECO","Bamboo","Experiment","E. coli only","",124189,20,18,5,4,0,0,0,0,108760,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Curvibacter",NA,NA,NA,NA
"598","ASV0011","WB21",0,"WB21","W_D5_B_ECO.3","Water",NA,"6/27/23",5,"B_ECO.3","B_ECO","ECO","Bamboo","Experiment","E. coli only","",124189,20,18,5,4,0,0,0,0,108760,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",NA,NA,NA,NA
"599","ASV0013","WB21",0,"WB21","W_D5_B_ECO.3","Water",NA,"6/27/23",5,"B_ECO.3","B_ECO","ECO","Bamboo","Experiment","E. coli only","",124189,20,18,5,4,0,0,0,0,108760,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Kaistiaceae","Kaistia",NA,NA,NA,NA
"600","ASV0030","WB21",0,"WB21","W_D5_B_ECO.3","Water",NA,"6/27/23",5,"B_ECO.3","B_ECO","ECO","Bamboo","Experiment","E. coli only","",124189,20,18,5,4,0,0,0,0,108760,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella",NA,NA,NA,NA
"601","ASV0001","WB22",0.730666893920026,"WB22","W_D5_B_ECO.4","Water",NA,"6/27/23",5,"B_ECO.4","B_ECO","ECO","Bamboo","Experiment","E. coli only","",122674,20,17,7,6,0,0,0,0,105609,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia",NA,NA,NA,NA
"602","ASV0003","WB22",0,"WB22","W_D5_B_ECO.4","Water",NA,"6/27/23",5,"B_ECO.4","B_ECO","ECO","Bamboo","Experiment","E. coli only","",122674,20,17,7,6,0,0,0,0,105609,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Yersinia",NA,NA,NA,NA
"603","ASV0005","WB22",0,"WB22","W_D5_B_ECO.4","Water",NA,"6/27/23",5,"B_ECO.4","B_ECO","ECO","Bamboo","Experiment","E. coli only","",122674,20,17,7,6,0,0,0,0,105609,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA,NA,NA,NA
"604","ASV0006","WB22",0,"WB22","W_D5_B_ECO.4","Water",NA,"6/27/23",5,"B_ECO.4","B_ECO","ECO","Bamboo","Experiment","E. coli only","",122674,20,17,7,6,0,0,0,0,105609,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Rhodoblastus",NA,NA,NA,NA
"605","ASV0007","WB22",0,"WB22","W_D5_B_ECO.4","Water",NA,"6/27/23",5,"B_ECO.4","B_ECO","ECO","Bamboo","Experiment","E. coli only","",122674,20,17,7,6,0,0,0,0,105609,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Chromobacteriaceae","Aquitalea",NA,NA,NA,NA
"606","ASV0008","WB22",0,"WB22","W_D5_B_ECO.4","Water",NA,"6/27/23",5,"B_ECO.4","B_ECO","ECO","Bamboo","Experiment","E. coli only","",122674,20,17,7,6,0,0,0,0,105609,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA,NA,NA,NA
