"","OTU","Sample","Abundance","Short_label","Longer_name","Sample_type","Num_larvae","Date_collected","Exp_day","Mesocosm_id","Mesocosm_treatment","Microbe_treatment","Food_type","Mesocosm_type","Treatment_notes","Notes","Raw_reads","Num_larvae_d00","Num_larvae_d08","Num_larvae_d34","Num_larvae_d40","Total_pupae","Proportion_pupated","Biomass_day30","Biomass_day40","lib_size_clean","is.neg","Kingdom","Phylum","Class","Order","Family","Genus","Species","id","sequence","likely_source"
"277","ASV0009","LL12",0.0312164899320863,"LL12","L_D8_L_EMO.5","Larvae",5,"6/30/23",8,"L_EMO.5","L_EMO","EMO","Larval food","Experiment","Environmental microbes only","",39221,20,7,0,0,15,0.75,11.365,11.365,33785,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Curvibacter",NA,NA,NA,NA
"278","ASV0011","LL12",0.00798284284522817,"LL12","L_D8_L_EMO.5","Larvae",5,"6/30/23",8,"L_EMO.5","L_EMO","EMO","Larval food","Experiment","Environmental microbes only","",39221,20,7,0,0,15,0.75,11.365,11.365,33785,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",NA,NA,NA,NA
"279","ASV0013","LL12",0,"LL12","L_D8_L_EMO.5","Larvae",5,"6/30/23",8,"L_EMO.5","L_EMO","EMO","Larval food","Experiment","Environmental microbes only","",39221,20,7,0,0,15,0.75,11.365,11.365,33785,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Kaistiaceae","Kaistia",NA,NA,NA,NA
"280","ASV0030","LL12",0,"LL12","L_D8_L_EMO.5","Larvae",5,"6/30/23",8,"L_EMO.5","L_EMO","EMO","Larval food","Experiment","Environmental microbes only","",39221,20,7,0,0,15,0.75,11.365,11.365,33785,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella",NA,NA,NA,NA
"281","ASV0001","LL13",0.9840755564026,"LL13","L_D8_L_ECO.1","Larvae",5,"6/30/23",8,"L_ECO.1","L_ECO","ECO","Larval food","Experiment","E. coli only","",51457,20,10,0,0,7,0.35,3.736,3.736,47223,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia",NA,NA,NA,NA
"282","ASV0003","LL13",0,"LL13","L_D8_L_ECO.1","Larvae",5,"6/30/23",8,"L_ECO.1","L_ECO","ECO","Larval food","Experiment","E. coli only","",51457,20,10,0,0,7,0.35,3.736,3.736,47223,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Yersinia",NA,NA,NA,NA
"283","ASV0005","LL13",0,"LL13","L_D8_L_ECO.1","Larvae",5,"6/30/23",8,"L_ECO.1","L_ECO","ECO","Larval food","Experiment","E. coli only","",51457,20,10,0,0,7,0.35,3.736,3.736,47223,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA,NA,NA,NA
"284","ASV0006","LL13",0,"LL13","L_D8_L_ECO.1","Larvae",5,"6/30/23",8,"L_ECO.1","L_ECO","ECO","Larval food","Experiment","E. coli only","",51457,20,10,0,0,7,0.35,3.736,3.736,47223,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Rhodoblastus",NA,NA,NA,NA
"285","ASV0007","LL13",0,"LL13","L_D8_L_ECO.1","Larvae",5,"6/30/23",8,"L_ECO.1","L_ECO","ECO","Larval food","Experiment","E. coli only","",51457,20,10,0,0,7,0.35,3.736,3.736,47223,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Chromobacteriaceae","Aquitalea",NA,NA,NA,NA
"286","ASV0008","LL13",0,"LL13","L_D8_L_ECO.1","Larvae",5,"6/30/23",8,"L_ECO.1","L_ECO","ECO","Larval food","Experiment","E. coli only","",51457,20,10,0,0,7,0.35,3.736,3.736,47223,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA,NA,NA,NA
"287","ASV0009","LL13",0,"LL13","L_D8_L_ECO.1","Larvae",5,"6/30/23",8,"L_ECO.1","L_ECO","ECO","Larval food","Experiment","E. coli only","",51457,20,10,0,0,7,0.35,3.736,3.736,47223,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Curvibacter",NA,NA,NA,NA
"288","ASV0011","LL13",0,"LL13","L_D8_L_ECO.1","Larvae",5,"6/30/23",8,"L_ECO.1","L_ECO","ECO","Larval food","Experiment","E. coli only","",51457,20,10,0,0,7,0.35,3.736,3.736,47223,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",NA,NA,NA,NA
"289","ASV0013","LL13",0,"LL13","L_D8_L_ECO.1","Larvae",5,"6/30/23",8,"L_ECO.1","L_ECO","ECO","Larval food","Experiment","E. coli only","",51457,20,10,0,0,7,0.35,3.736,3.736,47223,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Kaistiaceae","Kaistia",NA,NA,NA,NA
"290","ASV0030","LL13",0.00830103974758063,"LL13","L_D8_L_ECO.1","Larvae",5,"6/30/23",8,"L_ECO.1","L_ECO","ECO","Larval food","Experiment","E. coli only","",51457,20,10,0,0,7,0.35,3.736,3.736,47223,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella",NA,NA,NA,NA
"291","ASV0001","LL14",0.929625482145079,"LL14","L_D8_L_ECO.2","Larvae",5,"6/30/23",8,"L_ECO.2","L_ECO","ECO","Larval food","Experiment","E. coli only","",90315,20,12,0,0,18,0.9,10.588,10.588,80370,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia",NA,NA,NA,NA
"292","ASV0003","LL14",0,"LL14","L_D8_L_ECO.2","Larvae",5,"6/30/23",8,"L_ECO.2","L_ECO","ECO","Larval food","Experiment","E. coli only","",90315,20,12,0,0,18,0.9,10.588,10.588,80370,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Yersinia",NA,NA,NA,NA
"293","ASV0005","LL14",0,"LL14","L_D8_L_ECO.2","Larvae",5,"6/30/23",8,"L_ECO.2","L_ECO","ECO","Larval food","Experiment","E. coli only","",90315,20,12,0,0,18,0.9,10.588,10.588,80370,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA,NA,NA,NA
"294","ASV0006","LL14",0,"LL14","L_D8_L_ECO.2","Larvae",5,"6/30/23",8,"L_ECO.2","L_ECO","ECO","Larval food","Experiment","E. coli only","",90315,20,12,0,0,18,0.9,10.588,10.588,80370,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Rhodoblastus",NA,NA,NA,NA
"295","ASV0007","LL14",0,"LL14","L_D8_L_ECO.2","Larvae",5,"6/30/23",8,"L_ECO.2","L_ECO","ECO","Larval food","Experiment","E. coli only","",90315,20,12,0,0,18,0.9,10.588,10.588,80370,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Chromobacteriaceae","Aquitalea",NA,NA,NA,NA
"296","ASV0008","LL14",0,"LL14","L_D8_L_ECO.2","Larvae",5,"6/30/23",8,"L_ECO.2","L_ECO","ECO","Larval food","Experiment","E. coli only","",90315,20,12,0,0,18,0.9,10.588,10.588,80370,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA,NA,NA,NA
"297","ASV0009","LL14",0,"LL14","L_D8_L_ECO.2","Larvae",5,"6/30/23",8,"L_ECO.2","L_ECO","ECO","Larval food","Experiment","E. coli only","",90315,20,12,0,0,18,0.9,10.588,10.588,80370,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Curvibacter",NA,NA,NA,NA
"298","ASV0011","LL14",0,"LL14","L_D8_L_ECO.2","Larvae",5,"6/30/23",8,"L_ECO.2","L_ECO","ECO","Larval food","Experiment","E. coli only","",90315,20,12,0,0,18,0.9,10.588,10.588,80370,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",NA,NA,NA,NA
"299","ASV0013","LL14",0,"LL14","L_D8_L_ECO.2","Larvae",5,"6/30/23",8,"L_ECO.2","L_ECO","ECO","Larval food","Experiment","E. coli only","",90315,20,12,0,0,18,0.9,10.588,10.588,80370,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Kaistiaceae","Kaistia",NA,NA,NA,NA
"300","ASV0030","LL14",0.00681846460121936,"LL14","L_D8_L_ECO.2","Larvae",5,"6/30/23",8,"L_ECO.2","L_ECO","ECO","Larval food","Experiment","E. coli only","",90315,20,12,0,0,18,0.9,10.588,10.588,80370,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella",NA,NA,NA,NA
"301","ASV0001","LL15",0.962466344286231,"LL15","L_D8_L_ECO.3","Larvae",5,"6/30/23",8,"L_ECO.3","L_ECO","ECO","Larval food","Experiment","E. coli only","",83512,20,12,0,0,14,0.7,7.747,7.747,74653,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia",NA,NA,NA,NA
"302","ASV0003","LL15",0,"LL15","L_D8_L_ECO.3","Larvae",5,"6/30/23",8,"L_ECO.3","L_ECO","ECO","Larval food","Experiment","E. coli only","",83512,20,12,0,0,14,0.7,7.747,7.747,74653,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Yersinia",NA,NA,NA,NA
"303","ASV0005","LL15",0,"LL15","L_D8_L_ECO.3","Larvae",5,"6/30/23",8,"L_ECO.3","L_ECO","ECO","Larval food","Experiment","E. coli only","",83512,20,12,0,0,14,0.7,7.747,7.747,74653,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA,NA,NA,NA
"304","ASV0006","LL15",0,"LL15","L_D8_L_ECO.3","Larvae",5,"6/30/23",8,"L_ECO.3","L_ECO","ECO","Larval food","Experiment","E. coli only","",83512,20,12,0,0,14,0.7,7.747,7.747,74653,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Rhodoblastus",NA,NA,NA,NA
"305","ASV0007","LL15",0,"LL15","L_D8_L_ECO.3","Larvae",5,"6/30/23",8,"L_ECO.3","L_ECO","ECO","Larval food","Experiment","E. coli only","",83512,20,12,0,0,14,0.7,7.747,7.747,74653,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Chromobacteriaceae","Aquitalea",NA,NA,NA,NA
"306","ASV0008","LL15",0,"LL15","L_D8_L_ECO.3","Larvae",5,"6/30/23",8,"L_ECO.3","L_ECO","ECO","Larval food","Experiment","E. coli only","",83512,20,12,0,0,14,0.7,7.747,7.747,74653,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA,NA,NA,NA
"307","ASV0009","LL15",0,"LL15","L_D8_L_ECO.3","Larvae",5,"6/30/23",8,"L_ECO.3","L_ECO","ECO","Larval food","Experiment","E. coli only","",83512,20,12,0,0,14,0.7,7.747,7.747,74653,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Curvibacter",NA,NA,NA,NA
"308","ASV0011","LL15",0,"LL15","L_D8_L_ECO.3","Larvae",5,"6/30/23",8,"L_ECO.3","L_ECO","ECO","Larval food","Experiment","E. coli only","",83512,20,12,0,0,14,0.7,7.747,7.747,74653,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",NA,NA,NA,NA
"309","ASV0013","LL15",0,"LL15","L_D8_L_ECO.3","Larvae",5,"6/30/23",8,"L_ECO.3","L_ECO","ECO","Larval food","Experiment","E. coli only","",83512,20,12,0,0,14,0.7,7.747,7.747,74653,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Kaistiaceae","Kaistia",NA,NA,NA,NA
"310","ASV0030","LL15",0.00333543193173751,"LL15","L_D8_L_ECO.3","Larvae",5,"6/30/23",8,"L_ECO.3","L_ECO","ECO","Larval food","Experiment","E. coli only","",83512,20,12,0,0,14,0.7,7.747,7.747,74653,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella",NA,NA,NA,NA
"311","ASV0001","LL16",0.981384076833318,"LL16","L_D8_L_ECO.4","Larvae",5,"6/30/23",8,"L_ECO.4","L_ECO","ECO","Larval food","Experiment","E. coli only","",60309,20,7,0,0,9,0.45,5.967,5.967,55705,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia",NA,NA,NA,NA
"312","ASV0003","LL16",0,"LL16","L_D8_L_ECO.4","Larvae",5,"6/30/23",8,"L_ECO.4","L_ECO","ECO","Larval food","Experiment","E. coli only","",60309,20,7,0,0,9,0.45,5.967,5.967,55705,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Yersinia",NA,NA,NA,NA
"313","ASV0005","LL16",0,"LL16","L_D8_L_ECO.4","Larvae",5,"6/30/23",8,"L_ECO.4","L_ECO","ECO","Larval food","Experiment","E. coli only","",60309,20,7,0,0,9,0.45,5.967,5.967,55705,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA,NA,NA,NA
"314","ASV0006","LL16",0,"LL16","L_D8_L_ECO.4","Larvae",5,"6/30/23",8,"L_ECO.4","L_ECO","ECO","Larval food","Experiment","E. coli only","",60309,20,7,0,0,9,0.45,5.967,5.967,55705,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Rhodoblastus",NA,NA,NA,NA
"315","ASV0007","LL16",0,"LL16","L_D8_L_ECO.4","Larvae",5,"6/30/23",8,"L_ECO.4","L_ECO","ECO","Larval food","Experiment","E. coli only","",60309,20,7,0,0,9,0.45,5.967,5.967,55705,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Chromobacteriaceae","Aquitalea",NA,NA,NA,NA
"316","ASV0008","LL16",0,"LL16","L_D8_L_ECO.4","Larvae",5,"6/30/23",8,"L_ECO.4","L_ECO","ECO","Larval food","Experiment","E. coli only","",60309,20,7,0,0,9,0.45,5.967,5.967,55705,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA,NA,NA,NA
"317","ASV0009","LL16",0,"LL16","L_D8_L_ECO.4","Larvae",5,"6/30/23",8,"L_ECO.4","L_ECO","ECO","Larval food","Experiment","E. coli only","",60309,20,7,0,0,9,0.45,5.967,5.967,55705,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Curvibacter",NA,NA,NA,NA
"318","ASV0011","LL16",0,"LL16","L_D8_L_ECO.4","Larvae",5,"6/30/23",8,"L_ECO.4","L_ECO","ECO","Larval food","Experiment","E. coli only","",60309,20,7,0,0,9,0.45,5.967,5.967,55705,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",NA,NA,NA,NA
"319","ASV0013","LL16",0,"LL16","L_D8_L_ECO.4","Larvae",5,"6/30/23",8,"L_ECO.4","L_ECO","ECO","Larval food","Experiment","E. coli only","",60309,20,7,0,0,9,0.45,5.967,5.967,55705,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Kaistiaceae","Kaistia",NA,NA,NA,NA
"320","ASV0030","LL16",0.0113993357867337,"LL16","L_D8_L_ECO.4","Larvae",5,"6/30/23",8,"L_ECO.4","L_ECO","ECO","Larval food","Experiment","E. coli only","",60309,20,7,0,0,9,0.45,5.967,5.967,55705,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella",NA,NA,NA,NA
"321","ASV0001","LL17",0.967125045102834,"LL17","L_D8_L_ECO.5","Larvae",5,"6/30/23",8,"L_ECO.5","L_ECO","ECO","Larval food","Experiment","E. coli only","",54799,20,6,0,0,7,0.35,3.053,3.053,49886,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia",NA,NA,NA,NA
"322","ASV0003","LL17",0,"LL17","L_D8_L_ECO.5","Larvae",5,"6/30/23",8,"L_ECO.5","L_ECO","ECO","Larval food","Experiment","E. coli only","",54799,20,6,0,0,7,0.35,3.053,3.053,49886,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Yersinia",NA,NA,NA,NA
"323","ASV0005","LL17",0,"LL17","L_D8_L_ECO.5","Larvae",5,"6/30/23",8,"L_ECO.5","L_ECO","ECO","Larval food","Experiment","E. coli only","",54799,20,6,0,0,7,0.35,3.053,3.053,49886,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA,NA,NA,NA
"324","ASV0006","LL17",0,"LL17","L_D8_L_ECO.5","Larvae",5,"6/30/23",8,"L_ECO.5","L_ECO","ECO","Larval food","Experiment","E. coli only","",54799,20,6,0,0,7,0.35,3.053,3.053,49886,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Rhodoblastus",NA,NA,NA,NA
"325","ASV0007","LL17",0,"LL17","L_D8_L_ECO.5","Larvae",5,"6/30/23",8,"L_ECO.5","L_ECO","ECO","Larval food","Experiment","E. coli only","",54799,20,6,0,0,7,0.35,3.053,3.053,49886,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Chromobacteriaceae","Aquitalea",NA,NA,NA,NA
"326","ASV0008","LL17",0,"LL17","L_D8_L_ECO.5","Larvae",5,"6/30/23",8,"L_ECO.5","L_ECO","ECO","Larval food","Experiment","E. coli only","",54799,20,6,0,0,7,0.35,3.053,3.053,49886,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA,NA,NA,NA
"327","ASV0009","LL17",0,"LL17","L_D8_L_ECO.5","Larvae",5,"6/30/23",8,"L_ECO.5","L_ECO","ECO","Larval food","Experiment","E. coli only","",54799,20,6,0,0,7,0.35,3.053,3.053,49886,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Curvibacter",NA,NA,NA,NA
"328","ASV0011","LL17",0,"LL17","L_D8_L_ECO.5","Larvae",5,"6/30/23",8,"L_ECO.5","L_ECO","ECO","Larval food","Experiment","E. coli only","",54799,20,6,0,0,7,0.35,3.053,3.053,49886,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",NA,NA,NA,NA
"329","ASV0013","LL17",0,"LL17","L_D8_L_ECO.5","Larvae",5,"6/30/23",8,"L_ECO.5","L_ECO","ECO","Larval food","Experiment","E. coli only","",54799,20,6,0,0,7,0.35,3.053,3.053,49886,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Kaistiaceae","Kaistia",NA,NA,NA,NA
"330","ASV0030","LL17",0.0270416549733392,"LL17","L_D8_L_ECO.5","Larvae",5,"6/30/23",8,"L_ECO.5","L_ECO","ECO","Larval food","Experiment","E. coli only","",54799,20,6,0,0,7,0.35,3.053,3.053,49886,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella",NA,NA,NA,NA
"331","ASV0001","LL18",0,"LL18","L_D8_L_MEM.1","Larvae",5,"6/30/23",8,"L_MEM.1","L_MEM","MEM","Larval food","Experiment","Mosquito & environmental microbes","",87019,20,6,0,0,6,0.3,4.731,4.731,74105,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia",NA,NA,NA,NA
"332","ASV0003","LL18",0.104028068281492,"LL18","L_D8_L_MEM.1","Larvae",5,"6/30/23",8,"L_MEM.1","L_MEM","MEM","Larval food","Experiment","Mosquito & environmental microbes","",87019,20,6,0,0,6,0.3,4.731,4.731,74105,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Yersinia",NA,NA,NA,NA
"333","ASV0005","LL18",0.00802914783078065,"LL18","L_D8_L_MEM.1","Larvae",5,"6/30/23",8,"L_MEM.1","L_MEM","MEM","Larval food","Experiment","Mosquito & environmental microbes","",87019,20,6,0,0,6,0.3,4.731,4.731,74105,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA,NA,NA,NA
"334","ASV0006","LL18",0.68570271911477,"LL18","L_D8_L_MEM.1","Larvae",5,"6/30/23",8,"L_MEM.1","L_MEM","MEM","Larval food","Experiment","Mosquito & environmental microbes","",87019,20,6,0,0,6,0.3,4.731,4.731,74105,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Rhodoblastus",NA,NA,NA,NA
"335","ASV0007","LL18",0.0872680655826193,"LL18","L_D8_L_MEM.1","Larvae",5,"6/30/23",8,"L_MEM.1","L_MEM","MEM","Larval food","Experiment","Mosquito & environmental microbes","",87019,20,6,0,0,6,0.3,4.731,4.731,74105,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Chromobacteriaceae","Aquitalea",NA,NA,NA,NA
"336","ASV0008","LL18",0,"LL18","L_D8_L_MEM.1","Larvae",5,"6/30/23",8,"L_MEM.1","L_MEM","MEM","Larval food","Experiment","Mosquito & environmental microbes","",87019,20,6,0,0,6,0.3,4.731,4.731,74105,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA,NA,NA,NA
"337","ASV0009","LL18",0.0406045476013764,"LL18","L_D8_L_MEM.1","Larvae",5,"6/30/23",8,"L_MEM.1","L_MEM","MEM","Larval food","Experiment","Mosquito & environmental microbes","",87019,20,6,0,0,6,0.3,4.731,4.731,74105,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Curvibacter",NA,NA,NA,NA
"338","ASV0011","LL18",0.00576209432561905,"LL18","L_D8_L_MEM.1","Larvae",5,"6/30/23",8,"L_MEM.1","L_MEM","MEM","Larval food","Experiment","Mosquito & environmental microbes","",87019,20,6,0,0,6,0.3,4.731,4.731,74105,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",NA,NA,NA,NA
"339","ASV0013","LL18",0,"LL18","L_D8_L_MEM.1","Larvae",5,"6/30/23",8,"L_MEM.1","L_MEM","MEM","Larval food","Experiment","Mosquito & environmental microbes","",87019,20,6,0,0,6,0.3,4.731,4.731,74105,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Kaistiaceae","Kaistia",NA,NA,NA,NA
"340","ASV0030","LL18",0,"LL18","L_D8_L_MEM.1","Larvae",5,"6/30/23",8,"L_MEM.1","L_MEM","MEM","Larval food","Experiment","Mosquito & environmental microbes","",87019,20,6,0,0,6,0.3,4.731,4.731,74105,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella",NA,NA,NA,NA
"341","ASV0001","LL19",0,"LL19","L_D8_L_MEM.2","Larvae",4,"6/30/23",8,"L_MEM.2","L_MEM","MEM","Larval food","Experiment","Mosquito & environmental microbes","",91113,20,0,0,0,0,0,0,0,77778,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia",NA,NA,NA,NA
"342","ASV0003","LL19",0.133469618658232,"LL19","L_D8_L_MEM.2","Larvae",4,"6/30/23",8,"L_MEM.2","L_MEM","MEM","Larval food","Experiment","Mosquito & environmental microbes","",91113,20,0,0,0,0,0,0,0,77778,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Yersinia",NA,NA,NA,NA
"343","ASV0005","LL19",0.0112499678572347,"LL19","L_D8_L_MEM.2","Larvae",4,"6/30/23",8,"L_MEM.2","L_MEM","MEM","Larval food","Experiment","Mosquito & environmental microbes","",91113,20,0,0,0,0,0,0,0,77778,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA,NA,NA,NA
"344","ASV0006","LL19",0.604052559849829,"LL19","L_D8_L_MEM.2","Larvae",4,"6/30/23",8,"L_MEM.2","L_MEM","MEM","Larval food","Experiment","Mosquito & environmental microbes","",91113,20,0,0,0,0,0,0,0,77778,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Rhodoblastus",NA,NA,NA,NA
"345","ASV0007","LL19",0.112229679343773,"LL19","L_D8_L_MEM.2","Larvae",4,"6/30/23",8,"L_MEM.2","L_MEM","MEM","Larval food","Experiment","Mosquito & environmental microbes","",91113,20,0,0,0,0,0,0,0,77778,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Chromobacteriaceae","Aquitalea",NA,NA,NA,NA
"346","ASV0008","LL19",0,"LL19","L_D8_L_MEM.2","Larvae",4,"6/30/23",8,"L_MEM.2","L_MEM","MEM","Larval food","Experiment","Mosquito & environmental microbes","",91113,20,0,0,0,0,0,0,0,77778,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA,NA,NA,NA
"347","ASV0009","LL19",0.00813854817557664,"LL19","L_D8_L_MEM.2","Larvae",4,"6/30/23",8,"L_MEM.2","L_MEM","MEM","Larval food","Experiment","Mosquito & environmental microbes","",91113,20,0,0,0,0,0,0,0,77778,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Curvibacter",NA,NA,NA,NA
"348","ASV0011","LL19",0.00575998354290416,"LL19","L_D8_L_MEM.2","Larvae",4,"6/30/23",8,"L_MEM.2","L_MEM","MEM","Larval food","Experiment","Mosquito & environmental microbes","",91113,20,0,0,0,0,0,0,0,77778,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",NA,NA,NA,NA
"349","ASV0013","LL19",0,"LL19","L_D8_L_MEM.2","Larvae",4,"6/30/23",8,"L_MEM.2","L_MEM","MEM","Larval food","Experiment","Mosquito & environmental microbes","",91113,20,0,0,0,0,0,0,0,77778,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Kaistiaceae","Kaistia",NA,NA,NA,NA
"350","ASV0030","LL19",0,"LL19","L_D8_L_MEM.2","Larvae",4,"6/30/23",8,"L_MEM.2","L_MEM","MEM","Larval food","Experiment","Mosquito & environmental microbes","",91113,20,0,0,0,0,0,0,0,77778,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella",NA,NA,NA,NA
