"","ASV0004","ASV0007","ASV0009","ASV0010","ASV0012","ASV0016","ASV0017","ASV0022","ASV0025","ASV0051","ASV0059","ASV0063","ASV0066","ASV0069","ASV0072","ASV0093","ASV0095","ASV0102","ASV0105","ASV0111","ASV0116","ASV0117","ASV0123","ASV0146","ASV0155","ASV0162","ASV0167","ASV0175","ASV0179","ASV0180","ASV0218","ASV0238","ASV0239","ASV0277","ASV0278","ASV0281","ASV0282","ASV0286","ASV0311","ASV0322","ASV0333","ASV0338","ASV0368","ASV0383","ASV0386","ASV0398","ASV0412","ASV0432","ASV0433","ASV0436","ASV0466","ASV0474","ASV0521","ASV0527","ASV0528","ASV0534","ASV0545","ASV0578","ASV0580","ASV0583","ASV0613","ASV0634","ASV0665","ASV0752","ASV0786","ASV0868","ASV0938"
"WB35",0.275199834729131,0.00278100020658859,0.0236702846155069,0.0649721105407854,0.0125621752189044,0.0195782414543837,0.00541897754540976,0.017297821284981,0.00795366059084336,0.00242344303717005,0,0.00278894592146455,0.00306704594212341,0.00887536351645558,0.00980501215694376,0.0011203457975114,0.00248700875617779,0,0,0.00135871724379042,0.00132693438428655,0,0.0022168544503949,0,0,0,0,0.00120774866114704,0,0.00290813164460407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WB36",0.346766031833655,0.00276014352746343,0.0363418897782685,0.0488085380439783,0.00644033489741467,0.0293955285674855,0.00141074002514797,0.0243659336952188,0,0.00171742263931058,0.00134940350231545,0.00575029901554881,0.00196276873064066,0.017082221608857,0.00832643297451468,0.00188609807710001,0.00154874720152115,0,0,0.00185542981568375,0.0011193915416935,0.0017787591621431,0,0.00366485723924311,0,0,0,0,0,0.00104272088815285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WB41",0,0.0264252200794012,0.135970624695969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WB42",0,0.0117781792692198,0.0604705348063462,0,0,0,0.00732557335939737,0,0,0,0,0,0,0,0,0.00192518437342653,0,0,0,0,0,0.00116498336443247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WB43",0,0.00336644973691498,0.00593672112988092,0,0.00341837441152035,0,0,0,0,0.00204237053447798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WB44",0,0.0196296446043747,0.100725751020903,0.0030121699753366,0.0067925443739134,0,0,0,0,0,0,0,0,0,0,0.0104819471960539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WB45",0,0.00695969899301855,0.0506209356445334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WB46",0,0.0661706158534911,0.16633261030724,0,0.0952335191235825,0,0,0,0,0,0,0,0,0,0,0,0,0.00462645177232915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WB47",0,0,0.0232252458979871,0.00228353736646876,0,0,0.10165640003119,0.0165862787252292,0.0254196696111303,0,0,0.0017711338598465,0.0144698294587459,0,0,0.00476758045292014,0.00122531273322714,0,0,0,0,0,0,0,0,0,0,0,0.00163746337985809,0,0,0.00151493210653537,0,0,0,0.00223898053980595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WB48",0,0,0.0325392853568211,0,0,0,0.0327194475027525,0.0524071664498048,0.185046541887699,0.0014613151836653,0,0.00227204484035632,0.00384345911320188,0,0.00169152237013312,0.011710539485537,0.00239215293764388,0,0,0.0031928735862276,0,0,0,0,0,0,0,0,0.00406365729156241,0,0,0,0,0,0,0.00128115303773396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WB49",0,0,0.0238527600660832,0,0,0,0.101172840348985,0.0291776464002403,0.0353900137900902,0,0.00214360808836581,0.00255321472945481,0.00838328258762169,0,0,0.00615775317103808,0.00274436449529635,0,0,0.00176130855668273,0,0,0,0,0,0,0,0,0.0016930407831679,0,0,0.00275801804999932,0,0,0,0.00150189101732636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WB50",0,0,0.0762313807913735,0,0,0,0.0169331993054921,0.0433793292515764,0.0262176733985196,0,0,0.0116786987115051,0.00377410216576807,0,0,0.00134332449968016,0.00112400621401809,0,0,0,0,0,0,0,0,0,0,0.00173626976149136,0.00551037192725944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WB51",0,0,0.0289027420550155,0,0,0,0.0883793248761207,0.0191958382376448,0.108476103288432,0,0,0.00480985802926602,0.00390891785459988,0,0,0.00504235871950245,0.00175828646991296,0,0,0.001235159916881,0,0,0,0,0,0,0,0,0.00236860078178357,0,0,0,0,0,0,0.00181641164247206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WB52",0.0846624110466125,0,0.0323607120128054,0.018157097949974,0.0019960272308256,0.0262087053786666,0.00197674194357125,0.01499431084026,0.0048695350317243,0,0.00307600331706941,0,0.00175496114014618,0.00184174493279077,0.00773340018899582,0,0,0,0,0.00161996412936571,0,0,0.00889051742425703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WB59",0.00404409727992909,0,0.00938082839362547,0.00228980850553063,0,0,0.0842797259616272,0.00171735637914797,0.00823592414086016,0,0.00188355215777519,0.00485660997543996,0.00168042398389748,0,0,0.00446881982530977,0,0,0,0.00265913245803557,0,0,0.00116337045039056,0,0,0,0,0.00173582257677322,0.00190201835540044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WB60",0.00120230926296369,0,0.0220146971942662,0,0,0,0.181838911288233,0.00550367429856656,0.0115048558783595,0,0,0.00425990609550067,0.00277774898684715,0,0,0.00133705081829583,0.00374166934422322,0,0,0,0,0,0.00683036038183684,0,0,0.0028295726619749,0,0,0.00159616919393456,0,0,0.00139923922844912,0,0,0,0,0,0,0,0,0.00108829717768265,0,0,0,0,0,0,0.00177236968936889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WB61",0.00143413907864775,0,0.0173738833420914,0,0,0,0.298169556840077,0.00419294097039762,0.0183482221054475,0,0,0,0.00777281485373971,0,0.00176256787528464,0.00179541075494833,0.00237563496234016,0,0,0,0,0,0,0,0,0.0106739358906989,0,0.00183920126116658,0,0,0,0.00326239271325977,0,0,0,0.00263837799964968,0,0,0,0,0.00165309160973901,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00112760553511999,0,0,0,0,0,0,0,0,0,0,0,0
"WB62",0,0,0.0597454879270994,0,0,0.00116223249703125,0.0114623074526053,0.0384800020212739,0,0,0,0,0.00581116248515627,0,0,0.00715867842374323,0,0,0,0,0,0,0,0,0,0,0,0,0.00228235512098167,0,0,0.00161701912630435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WB63",0,0,0.0201597147601836,0.00300380970987594,0,0,0.00796131679202891,0.00705773175735079,0.00406613265605158,0,0,0,0.00139200937774739,0,0,0.00710657419165771,0,0,0,0,0,0,0,0,0,0,0,0,0.00528719351372472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WB64",0.196927205473491,0,0.0666537726954041,0.0120760099605928,0,0.0580712230737616,0,0.0174068612044581,0.00550008461668641,0,0,0.00112419311945459,0.00846166864105602,0.0195464545608394,0.012172714745062,0,0.00168024563015255,0,0,0,0,0,0.00118463360974784,0,0,0,0,0,0,0,0,0.0012208979039238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WB65",0.0286286957943001,0,0.029299680851979,0.0014538009583043,0,0,0.0404741627740931,0.00671845294932342,0.0893356387691725,0,0,0.00178929348714375,0.00402591034607345,0,0.00164305315405989,0.00295061377928033,0.00147960807590734,0,0,0.00182370297728113,0,0,0.00181510060474679,0,0,0.0105379063545726,0,0,0.00235705007441052,0,0,0.00260651887790653,0,0,0,0.00161724603645685,0,0,0,0,0,0,0,0.00619370822472838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WB66",0,0,0.0253999438675274,0,0,0.00131309891343571,0.00538270317950363,0.0373080469908985,0,0,0,0.00378894190289082,0.00519225371877631,0,0.00120283869933042,0.0070065354235997,0,0,0,0.00282667094342649,0,0,0.00189447095144541,0,0,0,0,0,0.00492161501142697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WB67",0.0161974288091468,0,0.0164255616092756,0,0,0,0.267881585657157,0.0108564373708366,0.0121581362892187,0,0.0014358946831638,0,0.0126009823129982,0,0,0.00394535548458091,0,0,0,0,0,0,0.0131377653721249,0,0,0.0207600848117233,0,0.00319385920180359,0.00379774014332108,0,0,0.0015566708714673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00146273383612013,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WB68",0,0,0.0256534419193309,0,0,0,0.00822098717878171,0.0109613162383756,0.00271831838441644,0,0,0.00242117426952072,0.00208000880427007,0,0.00171683266384196,0.0063060584383426,0,0,0,0.00148572057447862,0,0,0.00161778462554339,0,0,0,0,0,0.00391790018158807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WB69",0.00858985024958403,0,0.0707362728785358,0,0,0.00133111480865225,0.0204034941763727,0.0273710482529118,0.00543885191347754,0,0,0.00211106489184692,0.0280054076539102,0,0.00107113144758735,0.00527246256239601,0,0,0,0.00173668885191348,0,0,0.00308860232945092,0,0,0.00377495840266223,0,0.00184068219633943,0.00249584026622296,0,0,0.0052932612312812,0,0,0,0.00174708818635607,0,0,0,0,0.00198627287853577,0,0.00147670549084859,0.00110232945091514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WB7",0,0.0988340617696381,0.0659553959304398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434817054652529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WB70",0.0427747161297481,0,0.0274716129748123,0.0143322114139882,0,0.00405925213596183,0,0.0103746717461257,0.0701168768724341,0,0,0,0,0.00415171801605208,0.00361541591152865,0.00155342678551614,0,0,0,0.00229315382623812,0,0,0,0,0,0,0,0,0.00141472796538077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WB8",0,0.299260479623853,0.0307099950945457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412983719445036,0,0,0.0558018566681784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WB9",0,0.0326201638078249,0.0647508620033284,0,0.0683293994800788,0,0.00133787267367871,0,0,0.00998509849135821,0,0,0,0,0,0,0,0,0.0286174228003959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WL10",0,0.260923161210793,0.0915371182029859,0,0.0940966990823175,0,0,0,0,0.00953636488152308,0,0,0,0,0,0,0,0.0241490891658677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WL11",0.0606687783456915,0.0557015333669282,0.0595889424807429,0.0374523072492981,0.0388380966093154,0.0473148081491613,0,0.00723490029515514,0,0.0114192642718307,0.00420236124109135,0.00147577568209632,0,0,0,0,0,0.00294255273198474,0,0.00161975379742279,0.00220466489093658,0,0,0.00147577568209632,0.00241163343171838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WL12",0.0252247361112561,0.128994873615302,0.0766765157289176,0.116037962392591,0.047150210380146,0.0496873009741175,0,0.0180206517086209,0,0.0221342883095459,0.0103676171185751,0.00417628081312187,0,0,0,0,0,0.00114847722360852,0,0.00204637759842972,0.00252664989193873,0,0,0.00249532778584032,0.00479228223305735,0,0.00164963092118314,0,0,0,0,0,0,0,0.00105451090531327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WL13",0.0160991632760648,0.0447018748563782,0.0496897768285595,0.0713986401546385,0.0376052663593723,0.059665580772922,0,0.0269806296381406,0,0.0118276808283432,0.00907014152664946,0,0.00117600940807526,0,0,0,0,0,0,0,0.00243312291325917,0,0,0,0.0047851417294097,0,0.00217629327241514,0,0,0,0,0,0,0.00179780748590816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WL14",0.0412605777648089,0.110055442077619,0.0697052815873942,0.0470732419025387,0.088497227896119,0.0599708199591479,0,0.00715494601692442,0,0.0161307265830172,0.00503063904289466,0.00131893784651299,0.00128392179749052,0,0,0,0,0.00735337029471841,0,0,0.00633790487306682,0,0,0.00164575430405603,0.00545083163116428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00166909833673767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WL15",0.0945565396804744,0.0291457940277145,0.0270639515971635,0.0862291699582702,0.0750299729546363,0.0387929031478573,0,0.00352240304097698,0,0.00872700911735457,0.0062176454733868,0.00110597879123024,0,0,0,0,0,0.00124538788256178,0,0,0.00500943334851343,0,0,0,0.00315064546409286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WL16",0.0222853371673698,0.0651354090555542,0.021542885426733,0.0587126122516322,0.0401984585287671,0.0973790275060692,0,0.0110660664199684,0,0.0221085629434087,0.00110778513682325,0.00480825889174347,0.00133169915384071,0,0,0,0,0,0,0,0.00216843048059019,0,0,0.00223914017017465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WL23",0.0207204393908779,0.0868495012766583,0.0966035379048109,0.128621025367843,0.0567791473024854,0.0471536949613329,0,0.00854167049357997,0,0.0231635408438803,0.00431675820643289,0.00194713348885909,0,0,0,0,0,0.00110215103142967,0,0.00200224104043057,0.00486783372214772,0,0,0.00282885431400283,0.00428001983871857,0,0.00196550267271625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WL24",0.0573656201343218,0.0826729567056308,0.0473031070623504,0.0207757198298901,0.0776068415793265,0.0611187283586252,0,0.00262601380400177,0,0.0178127396528084,0.0105040552160071,0,0,0,0,0,0,0,0,0,0.00622806813692454,0,0,0.00110385536008924,0.0069368594734029,0,0.00235876461155911,0,0,0,0,0,0,0.00130138737189468,0,0,0.00108061629987683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WL25",0.0217223544864954,0.0707987849930219,0.0329611690337411,0.0457762088498481,0.0893030128889254,0.0595681799523849,0,0.0030457269518102,0,0.0116082423446351,0.00448239060832444,0.00110828339216813,0,0,0,0,0,0.00105902635251621,0,0,0.0052376652163205,0,0,0,0.00256957556850833,0,0.00579591166570889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WL26",0.0365869565217391,0.0523478260869565,0.0410326086956522,0.0502717391304348,0.0674891304347826,0.12570652173913,0,0.00173913043478261,0,0.0132173913043478,0.0120978260869565,0,0,0,0,0,0,0.00177173913043478,0,0,0.00408695652173913,0,0,0.00157608695652174,0.00290217391304348,0,0.00576086956521739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WL27",0.0340628758548641,0.074429139561221,0.0427541766528835,0.0422274311499732,0.0904948773999842,0.0483113417085868,0,0.024160060400151,0,0.019287664498231,0.00503041955279307,0,0,0,0,0,0,0,0,0,0.00633850421835357,0,0,0.00133442194070601,0.00340628758548641,0,0.00294977481629751,0,0,0,0,0,0,0.00143977104128807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WL28",0.0165050303634551,0.0758361279796973,0.0997552796156984,0.123601921508203,0.0965557871839028,0.111782833318227,0,0.0537841022387383,0,0.0276987220157709,0.00131423910087918,0.00255596845826158,0,0,0,0,0,0.0116559412671078,0,0,0.00650774947883622,0,0,0.00234750294570833,0.00146832230580984,0,0.00300915435511647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WL29",0.00452790415039955,0.0271566697856505,0.0444939179814797,0.0075285817227546,0.0144333666741952,0.00229083986706676,0,0.024801299218103,0,0.00372127039439013,0,0,0,0,0,0,0,0,0,0,0.0018176147302079,0,0,0,0,0,0.00369976016089655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WL30",0.0226515875894359,0.0318726851088617,0.0530405442535747,0.0823194522294394,0.0143866706232759,0.00324222141624628,0,0.00541835646850649,0,0.00385769395627947,0,0.00130787914757053,0,0,0,0,0,0,0,0,0.0013958037961467,0,0,0,0,0,0.00173651180937936,0,0,0,0,0,0,0.00120896391792234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WL31",0.0139819627982714,0.0285432454437277,0.0466430763449615,0.0606093818500658,0.0146708836976264,0.0022703075092378,0,0.00131521262604121,0,0.00176927412788877,0.00369512118744911,0,0,0,0,0,0,0,0,0,0.00208241999123192,0,0,0,0,0,0.00316277321976577,0,0,0,0,0,0,0.00233293668190643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WL32",0.00557069281954674,0.0312411568283434,0.0328824494878035,0.0425846721053015,0.0148201450482281,0.00284598530113273,0,0,0,0.00299960382590979,0.0011885222706435,0,0,0,0,0,0,0,0,0,0.00155235561879967,0,0,0,0,0,0.00688049287290897,0,0,0,0,0,0,0.00117235189961434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WL33",0.0221509763917225,0.0212765957446809,0.0419608691155593,0.0144883933020562,0.0110002726563308,0.00138208553887233,0,0.00488901006948035,0,0.00223766230103139,0.00267955359577289,0,0,0,0,0,0,0,0,0,0.00152311467549196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WL34",0.00291925056076,0.0399046708008972,0.0107369046048291,0.556488322997757,0.00188019527642169,0.00893092756300303,0,0,0,0.00236673703654836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00136066763425254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WL5",0,0.37392001974821,0.118262980334074,0,0.121451493458405,0,0,0,0,0,0,0,0,0,0,0,0,0.0113552209331029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WL6",0,0.405146070162572,0.0579696858574746,0,0.0932801613494683,0,0,0,0,0.0259748197041926,0,0,0,0,0,0,0,0.0179531842073096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WL7",0,0.43593557391579,0.114120967002516,0,0.118175613035993,0,0,0,0,0,0,0,0,0,0,0,0,0.0231461200704979,0.00420745932619526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WL8",0,0.221422142214221,0.151719171917192,0,0.270843084308431,0,0,0,0,0.0244944494449445,0,0,0,0,0,0,0,0.00242424242424242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WL9",0,0.397518648784447,0.145267267035133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00405828469833417,0.00177791520117497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
