"","component","grpvar","term","grp","condval","condsd"
"cond.147","cond","variable:Microbe_treatment","(Intercept)","ASV0033:EMO",1.63389949062741,1.01544713145365
"cond.148","cond","variable:Microbe_treatment","(Intercept)","ASV0033:MEM",0.576526587977267,1.01262607708723
"cond.149","cond","variable:Microbe_treatment","(Intercept)","ASV0033:MMO",-1.1876930822884,1.43732269846938
"cond.150","cond","variable:Microbe_treatment","(Intercept)","ASV0043:ALL",-0.795118942487505,1.23877007951395
"cond.151","cond","variable:Microbe_treatment","(Intercept)","ASV0043:ECO",-0.0388160055549106,1.92137585945741
"cond.152","cond","variable:Microbe_treatment","(Intercept)","ASV0043:EMO",0.856529938360594,1.18741953785519
"cond.153","cond","variable:Microbe_treatment","(Intercept)","ASV0043:MEM",1.74030334952675,1.10215726890598
"cond.154","cond","variable:Microbe_treatment","(Intercept)","ASV0043:MMO",-0.673084219137125,1.58517750331942
"cond.155","cond","variable:Microbe_treatment","(Intercept)","ASV0053:ALL",0.551227025777813,0.999515753969996
"cond.156","cond","variable:Microbe_treatment","(Intercept)","ASV0053:ECO",-0.370394596370758,1.70145811981688
"cond.157","cond","variable:Microbe_treatment","(Intercept)","ASV0053:EMO",1.02169182166513,0.994434417897189
"cond.158","cond","variable:Microbe_treatment","(Intercept)","ASV0053:MEM",0.360026601725156,0.988810113046692
"cond.159","cond","variable:Microbe_treatment","(Intercept)","ASV0053:MMO",-0.502042127150143,1.12283433133923
"cond.160","cond","variable:Microbe_treatment","(Intercept)","ASV0054:ALL",-0.349531550300382,1.08779679253695
"cond.161","cond","variable:Microbe_treatment","(Intercept)","ASV0054:ECO",-0.105558796080671,1.86505430878097
"cond.162","cond","variable:Microbe_treatment","(Intercept)","ASV0054:EMO",-0.443895963486819,1.0990151690361
"cond.163","cond","variable:Microbe_treatment","(Intercept)","ASV0054:MEM",-0.538337881696186,1.05198108787444
"cond.164","cond","variable:Microbe_treatment","(Intercept)","ASV0054:MMO",2.28525960791451,1.04948222654211
"cond.165","cond","variable:Microbe_treatment","(Intercept)","ASV0055:ALL",-0.188343598888589,1.0845492998083
"cond.166","cond","variable:Microbe_treatment","(Intercept)","ASV0055:ECO",-0.138556676193055,1.84063398130102
"cond.167","cond","variable:Microbe_treatment","(Intercept)","ASV0055:EMO",-2.21069535888747,1.32531522053294
"cond.168","cond","variable:Microbe_treatment","(Intercept)","ASV0055:MEM",0.200435158138478,1.0549789900916
"cond.169","cond","variable:Microbe_treatment","(Intercept)","ASV0055:MMO",2.95061547312418,1.07570297253186
"cond.170","cond","variable:Microbe_treatment","(Intercept)","ASV0058:ALL",0.388509307205523,1.07221394556391
"cond.171","cond","variable:Microbe_treatment","(Intercept)","ASV0058:ECO",-0.124161404622425,1.85132525693643
"cond.172","cond","variable:Microbe_treatment","(Intercept)","ASV0058:EMO",-2.12632288294224,1.33424513419441
"cond.173","cond","variable:Microbe_treatment","(Intercept)","ASV0058:MEM",1.1254866172294,1.04212502979626
"cond.174","cond","variable:Microbe_treatment","(Intercept)","ASV0058:MMO",1.39129208727911,1.13259582011958
"cond.175","cond","variable:Microbe_treatment","(Intercept)","ASV0059:ALL",0.695682395758233,1.01035811190223
"cond.176","cond","variable:Microbe_treatment","(Intercept)","ASV0059:ECO",-0.296906995767067,1.73960207483829
"cond.177","cond","variable:Microbe_treatment","(Intercept)","ASV0059:EMO",1.29196595647771,1.00374687722231
"cond.178","cond","variable:Microbe_treatment","(Intercept)","ASV0059:MEM",0.470899096474849,0.996533603865994
"cond.179","cond","variable:Microbe_treatment","(Intercept)","ASV0059:MMO",-1.58488649416387,1.38123086519029
"cond.180","cond","variable:Microbe_treatment","(Intercept)","ASV0060:ALL",-0.481275922209889,1.10318862570633
"cond.181","cond","variable:Microbe_treatment","(Intercept)","ASV0060:ECO",-0.105355719169276,1.86563801619243
"cond.182","cond","variable:Microbe_treatment","(Intercept)","ASV0060:EMO",-0.259647288086527,1.13317272876327
"cond.183","cond","variable:Microbe_treatment","(Intercept)","ASV0060:MEM",0.974596781942288,1.04273826501787
"cond.184","cond","variable:Microbe_treatment","(Intercept)","ASV0060:MMO",0.790616191438512,1.16196901339441
"cond.185","cond","variable:Microbe_treatment","(Intercept)","ASV0061:ALL",1.26295566424051,1.00132508340788
"cond.186","cond","variable:Microbe_treatment","(Intercept)","ASV0061:ECO",-0.155432238913009,1.8278757597801
"cond.187","cond","variable:Microbe_treatment","(Intercept)","ASV0061:EMO",0.432644461426198,1.03038118262555
"cond.188","cond","variable:Microbe_treatment","(Intercept)","ASV0061:MEM",-1.18541978598761,1.06310070085633
"cond.189","cond","variable:Microbe_treatment","(Intercept)","ASV0061:MMO",1.4337901012009,1.07260074045321
"cond.190","cond","variable:Microbe_treatment","(Intercept)","ASV0066:ALL",-0.638289852866625,1.11207507258971
"cond.191","cond","variable:Microbe_treatment","(Intercept)","ASV0066:ECO",-0.204841299015436,1.7949379131608
"cond.192","cond","variable:Microbe_treatment","(Intercept)","ASV0066:EMO",1.18572547468848,1.02447636477938
"cond.193","cond","variable:Microbe_treatment","(Intercept)","ASV0066:MEM",0.257614192481613,1.0285143036186
"cond.194","cond","variable:Microbe_treatment","(Intercept)","ASV0066:MMO",-1.32563518669496,1.42591590070493
"cond.195","cond","variable:Microbe_treatment","(Intercept)","ASV0070:ALL",-0.716542430864495,1.08650867164692
"cond.196","cond","variable:Microbe_treatment","(Intercept)","ASV0070:ECO",-0.187221666456563,1.80687712506977
"cond.197","cond","variable:Microbe_treatment","(Intercept)","ASV0070:EMO",-2.4676112007434,1.31353756114641
"cond.198","cond","variable:Microbe_treatment","(Intercept)","ASV0070:MEM",-1.27747458400676,1.09719464791622
"cond.199","cond","variable:Microbe_treatment","(Intercept)","ASV0070:MMO",4.0073756436627,1.05411716382342
"cond.200","cond","variable:Microbe_treatment","(Intercept)","ASV0079:ALL",1.3591961847939,0.97163602612863
"cond.201","cond","variable:Microbe_treatment","(Intercept)","ASV0079:ECO",-0.280226572375276,1.74623440337616
"cond.202","cond","variable:Microbe_treatment","(Intercept)","ASV0079:EMO",-2.84729095794797,1.23867893824371
"cond.203","cond","variable:Microbe_treatment","(Intercept)","ASV0079:MEM",0.218522148870361,0.977942552746552
