Short_label,Longer_name,Sample_type,Num_larvae,Date_collected,Exp_day,Mesocosm_id,Mesocosm_treatment,Microbe_treatment,Food_type,Mesocosm_type,Treatment_notes,Num_larvae_d00,Num_larvae_d08,Num_larvae_d34,Num_larvae_d40,Total_pupae,Proportion_pupated,Biomass_day30,Biomass_day40,16S_raw_reads,SSU_raw_reads,metagenomes,MG_raw_reads,Notes
WB66,W_D20_B_ALL.2,Water,,7/12/23,20,B_ALL.2,B_ALL,ALL,Bamboo,Experiment,All live microbes,20,18,4,4,0,0,0,0,134307,81959,no,NA,
WB67,W_D20_B_ALL.3,Water,,7/12/23,20,B_ALL.3,B_ALL,ALL,Bamboo,Experiment,All live microbes,20,10,0,0,9,0.45,3.642,3.642,119012,66792,no,NA,
WB68,W_D20_B_ALL.4,Water,,7/12/23,20,B_ALL.4,B_ALL,ALL,Bamboo,Experiment,All live microbes,20,16,2,2,2,0.1,0.13,0.299,123522,72211,no,NA,
WB69,W_D20_B_ALL.5,Water,,7/12/23,20,B_ALL.5,B_ALL,ALL,Bamboo,Experiment,All live microbes,20,13,0,0,13,0.65,3.369,3.369,142364,73526,no,NA,
WB70,W_D20_B_ALL+,Water,,7/12/23,20,B_ALL+,B_ALL+,ALL,Bamboo,Additional control,No larvae - all live microbes,,,,,,,,,170574,63250,no,NA,
WB53,W_D20_B_ECO.1,Water,,7/12/23,20,B_ECO.1,B_ECO,ECO,Bamboo,Experiment,E. coli only,20,14,7,7,0,0,0,0,70965,48265,no,NA,
WB54,W_D20_B_ECO.2,Water,,7/12/23,20,B_ECO.2,B_ECO,ECO,Bamboo,Experiment,E. coli only,20,15,9,7,0,0,0,0,71826,36422,no,NA,
WB55,W_D20_B_ECO.3,Water,,7/12/23,20,B_ECO.3,B_ECO,ECO,Bamboo,Experiment,E. coli only,20,18,5,4,0,0,0,0,104622,44003,no,NA,
WB56,W_D20_B_ECO.4,Water,,7/12/23,20,B_ECO.4,B_ECO,ECO,Bamboo,Experiment,E. coli only,20,17,7,6,0,0,0,0,143682,73878,no,NA,
WB57,W_D20_B_ECO.5,Water,,7/12/23,20,B_ECO.5,B_ECO,ECO,Bamboo,Experiment,E. coli only,20,18,6,4,0,0,0,0,102762,27811,no,NA,
WB58,W_D20_B_ECO+,Water,,7/12/23,20,B_ECO+,B_ECO+,ECO,Bamboo,Additional control,No larvae - E. coli,,,,,,,,,101372,188095,no,NA,
WB47,W_D20_B_EMO.1,Water,,7/12/23,20,B_EMO.1,B_EMO,EMO,Bamboo,Experiment,Environmental microbes only,20,20,12,1,15,0.75,0.401,3.949,114290,65428,no,NA,
WB48,W_D20_B_EMO.2,Water,,7/12/23,20,B_EMO.2,B_EMO,EMO,Bamboo,Experiment,Environmental microbes only,20,18,5,5,0,0,0,0,134593,115925,no,NA,
WB49,W_D20_B_EMO.3,Water,,7/12/23,20,B_EMO.3,B_EMO,EMO,Bamboo,Experiment,Environmental microbes only,20,15,12,8,4,0.2,0.621,0.621,91941,83573,no,NA,
WB50,W_D20_B_EMO.4,Water,,7/12/23,20,B_EMO.4,B_EMO,EMO,Bamboo,Experiment,Environmental microbes only,20,16,11,9,3,0.15,0.308,0.308,151644,64891,no,NA,
WB51,W_D20_B_EMO.5,Water,,7/12/23,20,B_EMO.5,B_EMO,EMO,Bamboo,Experiment,Environmental microbes only,20,15,0,0,18,0.9,3.16,4.085,90710,81765,no,NA,
WB52,W_D20_B_EMO+,Water,,7/12/23,20,B_EMO+,B_EMO+,EMO,Bamboo,Additional control,No larvae - environmental microbes,,,,,,,,,136381,80708,no,NA,
WB38,W_D20_B_food,Water,,7/12/23,20,B_food,B_food,None_food,Bamboo,Additional control,Food only,,,,,,,,,91154,78079,no,NA,
WB37,W_D20_B_larvae,Water,,7/12/23,20,B_larvae,B_larvae,None_larvae,Bamboo,Additional control,Larvae & food only,20,12,11,2,1,0.05,0.197,0.197,70004,25994,no,NA,
WB59,W_D20_B_MEM.1,Water,,7/12/23,20,B_MEM.1,B_MEM,MEM,Bamboo,Experiment,Mosquito & environmental microbes,20,16,2,1,1,0.05,0,0.227,66999,47553,no,NA,
WB60,W_D20_B_MEM.2,Water,,7/12/23,20,B_MEM.2,B_MEM,MEM,Bamboo,Experiment,Mosquito & environmental microbes,20,12,1,1,14,0.7,4.007,4.007,128894,76321,no,NA,
WB61,W_D20_B_MEM.3,Water,,7/12/23,20,B_MEM.3,B_MEM,MEM,Bamboo,Experiment,Mosquito & environmental microbes,20,15,0,0,17,0.85,4.53,5.122,121032,56515,no,NA,
WB62,W_D20_B_MEM.4,Water,,7/12/23,20,B_MEM.4,B_MEM,MEM,Bamboo,Experiment,Mosquito & environmental microbes,20,14,10,3,2,0.1,0.315,0.315,164334,50941,no,NA,
WB63,W_D20_B_MEM.5,Water,,7/12/23,20,B_MEM.5,B_MEM,MEM,Bamboo,Experiment,Mosquito & environmental microbes,20,17,0,0,0,0,0,0,104178,104916,no,NA,
WB64,W_D20_B_MEM+,Water,,7/12/23,20,B_MEM+,B_MEM+,MEM,Bamboo,Additional control,No larvae - mosquito & environmental microbes,,,,,,,,,117541,74925,no,NA,
WB41,W_D20_B_MMO.1,Water,,7/12/23,20,B_MMO.1,B_MMO,MMO,Bamboo,Experiment,Mosquito microbes only,20,16,8,5,4,0.2,0.288,0.538,90585,58850,no,NA,
WB42,W_D20_B_MMO.2,Water,,7/12/23,20,B_MMO.2,B_MMO,MMO,Bamboo,Experiment,Mosquito microbes only,20,17,4,4,0,0,0,0,142302,61645,no,NA,
WB43,W_D20_B_MMO.3,Water,,7/12/23,20,B_MMO.3,B_MMO,MMO,Bamboo,Experiment,Mosquito microbes only,20,10,0,0,11,0.55,3.737,3.737,142075,77316,no,NA,
WB44,W_D20_B_MMO.4,Water,,7/12/23,20,B_MMO.4,B_MMO,MMO,Bamboo,Experiment,Mosquito microbes only,20,10,2,2,10,0.5,1.06,2.612,141822,91286,no,NA,
WB45,W_D20_B_MMO.5,Water,,7/12/23,20,B_MMO.5,B_MMO,MMO,Bamboo,Experiment,Mosquito microbes only,20,14,6,5,3,0.15,0.304,0.468,120582,123015,no,NA,
WB46,W_D20_B_MMO+,Water,,7/12/23,20,B_MMO+,B_MMO+,MMO,Bamboo,Additional control,No larvae - mosquito microbes,,,,,,,,,136799,50479,no,NA,
N1,N_Negative1,Negative,,,,Negative,Negative,Negative,Negative,Negative,Negative,,,,,,,,,481,54721,no,NA,
N2,N_Negative2,Negative,,,,Negative,Negative,Negative,Negative,Negative,Negative,,,,,,,,,1292,516,no,NA,
N3,N_Negative3,Negative,,,,Negative,Negative,Negative,Negative,Negative,Negative,,,,,,,,,1244,641,no,NA,
N4,N_Negative4,Negative,,,,Negative,Negative,Negative,Negative,Negative,Negative,,,,,,,,,3175,19388,no,NA,
N5,N_Negative5,Negative,,,,Negative,Negative,Negative,Negative,Negative,Negative,,,,,,,,,1350,18341,no,NA,
N6,N_Negative6,Negative,,,,Negative,Negative,Negative,Negative,Negative,Negative,,,,,,,,,1270,28234,no,NA,
PCR-NEG-1,N_PCR_Negative1,Negative,,,,Negative,Negative,Negative,Negative,Negative,Negative,,,,,,,,,419,NA,no,NA,16S only
PCR-NEG-2,N_PCR_Negative2,Negative,,,,Negative,Negative,Negative,Negative,Negative,Negative,,,,,,,,,2368,NA,no,NA,16S only
PCR-POS-1,P_PCR_Positive1,Positive,,,,Positive,Positive,Positive,Positive,Positive,Positive,,,,,,,,,267070,NA,no,NA,16S only
PCR-POS-2,P_PCR_Positive2,Positive,,,,Positive,Positive,Positive,Positive,Positive,Positive,,,,,,,,,193237,NA,no,NA,16S only
P1-NTC1,N_NegativeSSU1,Negative,,,,Negative,Negative,Negative,Negative,Negative,Negative,,,,,,,,,NA,41,,NA,18S only
P1-NTC2,N_NegativeSSU2,Negative,,,,Negative,Negative,Negative,Negative,Negative,Negative,,,,,,,,,NA,193,,NA,18S only
P1-NTC3,N_NegativeSSU3,Negative,,,,Negative,Negative,Negative,Negative,Negative,Negative,,,,,,,,,NA,900,,NA,18S only
P1-PCRpos1,P_PCR_PositiveSSU1,Positive,,,,Positive,Positive,Positive,Positive,Positive,Positive,,,,,,,,,NA,1078,,NA,18S only
P1-PCRpos2,P_PCR_PositiveSSU2,Positive,,,,Positive,Positive,Positive,Positive,Positive,Positive,,,,,,,,,NA,10770,,NA,18S only
P1-PCRpos3,P_PCR_PositiveSSU3,Positive,,,,Positive,Positive,Positive,Positive,Positive,Positive,,,,,,,,,NA,19241,,NA,18S only
P2-NTC1,N_NegativeSSU4,Negative,,,,Negative,Negative,Negative,Negative,Negative,Negative,,,,,,,,,NA,25372,,NA,18S only
P2-NTC2,N_NegativeSSU5,Negative,,,,Negative,Negative,Negative,Negative,Negative,Negative,,,,,,,,,NA,50565,,NA,18S only
P2-NTC3,N_NegativeSSU6,Negative,,,,Negative,Negative,Negative,Negative,Negative,Negative,,,,,,,,,NA,2595,,NA,18S only
P2-PCRpos1,P_PCR_PositiveSSU4,Positive,,,,Positive,Positive,Positive,Positive,Positive,Positive,,,,,,,,,NA,92912,,NA,18S only
P2-PCRpos2,P_PCR_PositiveSSU5,Positive,,,,Positive,Positive,Positive,Positive,Positive,Positive,,,,,,,,,NA,57651,,NA,18S only
P2-PCRpos3,P_PCR_PositiveSSU6,Positive,,,,Positive,Positive,Positive,Positive,Positive,Positive,,,,,,,,,NA,75394,,NA,18S only
